"Step","time_reasoning/combined_tasks_from_inferring_easy_alpha_0.1 - response_length/overall/mean","time_reasoning/combined_tasks_from_inferring_easy_alpha_0.1 - response_length/overall/mean__MIN","time_reasoning/combined_tasks_from_inferring_easy_alpha_0.1 - response_length/overall/mean__MAX","time_reasoning/combined_tasks_from_dynamic_alpha_increasing - response_length/overall/mean","time_reasoning/combined_tasks_from_dynamic_alpha_increasing - response_length/overall/mean__MIN","time_reasoning/combined_tasks_from_dynamic_alpha_increasing - response_length/overall/mean__MAX"
"22","291.5562438964844","291.5562438964844","291.5562438964844","82.5531234741211","82.5531234741211","82.5531234741211"
"23","282.70623779296875","282.70623779296875","282.70623779296875","82.7265625","82.7265625","82.7265625"
"24","317.83282470703125","317.83282470703125","317.83282470703125","81.6953125","81.6953125","81.6953125"
"25","303.81719970703125","303.81719970703125","303.81719970703125","91.8828125","91.8828125","91.8828125"
"26","311.03594970703125","311.03594970703125","311.03594970703125","87.296875","87.296875","87.296875"
"27","326.5531311035156","326.5531311035156","326.5531311035156","83.2578125","83.2578125","83.2578125"
"28","301.9593811035156","301.9593811035156","301.9593811035156","80.3890609741211","80.3890609741211","80.3890609741211"
"29","306.9453125","306.9453125","306.9453125","80.91719055175781","80.91719055175781","80.91719055175781"
"30","303.125","303.125","303.125","80.48750305175781","80.48750305175781","80.48750305175781"
"31","294.8890686035156","294.8890686035156","294.8890686035156","74.7671890258789","74.7671890258789","74.7671890258789"
"32","298.47967529296875","298.47967529296875","298.47967529296875","81.6500015258789","81.6500015258789","81.6500015258789"
"33","304.9468688964844","304.9468688964844","304.9468688964844","75.2593765258789","75.2593765258789","75.2593765258789"
"34","288.29217529296875","288.29217529296875","288.29217529296875","74.4124984741211","74.4124984741211","74.4124984741211"
"35","287.67498779296875","287.67498779296875","287.67498779296875","83.36250305175781","83.36250305175781","83.36250305175781"
"36","296.3359375","296.3359375","296.3359375","78.5921859741211","78.5921859741211","78.5921859741211"
"37","320.5375061035156","320.5375061035156","320.5375061035156","78.7093734741211","78.7093734741211","78.7093734741211"
"38","310.61248779296875","310.61248779296875","310.61248779296875","78.3203125","78.3203125","78.3203125"
"39","293.29217529296875","293.29217529296875","293.29217529296875","80.90937805175781","80.90937805175781","80.90937805175781"
"40","295.65625","295.65625","295.65625","76.99531555175781","76.99531555175781","76.99531555175781"
"41","293.01251220703125","293.01251220703125","293.01251220703125","75.7578125","75.7578125","75.7578125"
"42","291.74530029296875","291.74530029296875","291.74530029296875","76.40312194824219","76.40312194824219","76.40312194824219"
"43","302.22186279296875","302.22186279296875","302.22186279296875","86.19062805175781","86.19062805175781","86.19062805175781"
"44","275.2984313964844","275.2984313964844","275.2984313964844","74.03593444824219","74.03593444824219","74.03593444824219"
"45","288.08123779296875","288.08123779296875","288.08123779296875","75.7484359741211","75.7484359741211","75.7484359741211"
"46","283.96405029296875","283.96405029296875","283.96405029296875","80.19999694824219","80.19999694824219","80.19999694824219"
"47","278.0874938964844","278.0874938964844","278.0874938964844","75.5859375","75.5859375","75.5859375"
"48","261.5328063964844","261.5328063964844","261.5328063964844","80.9390640258789","80.9390640258789","80.9390640258789"
"49","267.2640686035156","267.2640686035156","267.2640686035156","81.64530944824219","81.64530944824219","81.64530944824219"
"50","258.7328186035156","258.7328186035156","258.7328186035156","85.6265640258789","85.6265640258789","85.6265640258789"
"51","262.16717529296875","262.16717529296875","262.16717529296875","92.8984375","92.8984375","92.8984375"
"52","256.77655029296875","256.77655029296875","256.77655029296875","109.1875","109.1875","109.1875"
"53","270.5765686035156","270.5765686035156","270.5765686035156","113.89530944824219","113.89530944824219","113.89530944824219"
"54","293.27032470703125","293.27032470703125","293.27032470703125","108.2109375","108.2109375","108.2109375"
"55","291.5718688964844","291.5718688964844","291.5718688964844","83.2593765258789","83.2593765258789","83.2593765258789"
"56","265.8359375","265.8359375","265.8359375","97.3140640258789","97.3140640258789","97.3140640258789"
"57","276.5453186035156","276.5453186035156","276.5453186035156","108.2515640258789","108.2515640258789","108.2515640258789"
"58","290.09686279296875","290.09686279296875","290.09686279296875","117.02812194824219","117.02812194824219","117.02812194824219"
"59","289.6625061035156","289.6625061035156","289.6625061035156","107.2484359741211","107.2484359741211","107.2484359741211"
"60","277.98126220703125","277.98126220703125","277.98126220703125","84.1796875","84.1796875","84.1796875"
"61","280.47186279296875","280.47186279296875","280.47186279296875","87.23905944824219","87.23905944824219","87.23905944824219"
"62","299.19842529296875","299.19842529296875","299.19842529296875","82.3828125","82.3828125","82.3828125"
"63","281.04376220703125","281.04376220703125","281.04376220703125","73.7671890258789","73.7671890258789","73.7671890258789"
"64","256.08905029296875","256.08905029296875","256.08905029296875","80.55155944824219","80.55155944824219","80.55155944824219"
"65","280.95623779296875","280.95623779296875","280.95623779296875","81.609375","81.609375","81.609375"
"66","261.828125","261.828125","261.828125","78.8125","78.8125","78.8125"
"67","287.0484313964844","287.0484313964844","287.0484313964844","82.57344055175781","82.57344055175781","82.57344055175781"
"68","285.5625","285.5625","285.5625","82.56718444824219","82.56718444824219","82.56718444824219"
"69","285.19842529296875","285.19842529296875","285.19842529296875","81.24687194824219","81.24687194824219","81.24687194824219"
"70","296.2265625","296.2265625","296.2265625","80.34843444824219","80.34843444824219","80.34843444824219"
"71","308.36407470703125","308.36407470703125","308.36407470703125","81.87187194824219","81.87187194824219","81.87187194824219"
"72","285.12188720703125","285.12188720703125","285.12188720703125","85.25468444824219","85.25468444824219","85.25468444824219"
"73","278.22344970703125","278.22344970703125","278.22344970703125","83.5875015258789","83.5875015258789","83.5875015258789"
"74","303.44842529296875","303.44842529296875","303.44842529296875","78.6031265258789","78.6031265258789","78.6031265258789"
"75","307.34844970703125","307.34844970703125","307.34844970703125","79.95625305175781","79.95625305175781","79.95625305175781"
"76","293.82342529296875","293.82342529296875","293.82342529296875","86.24531555175781","86.24531555175781","86.24531555175781"
"77","295.453125","295.453125","295.453125","82.62031555175781","82.62031555175781","82.62031555175781"
"78","305.97967529296875","305.97967529296875","305.97967529296875","88.16719055175781","88.16719055175781","88.16719055175781"
"79","305.8531188964844","305.8531188964844","305.8531188964844","86.1703109741211","86.1703109741211","86.1703109741211"
"80","320.6968688964844","320.6968688964844","320.6968688964844","90.19844055175781","90.19844055175781","90.19844055175781"
"81","327.0843811035156","327.0843811035156","327.0843811035156","84.85469055175781","84.85469055175781","84.85469055175781"
"82","324.59375","324.59375","324.59375","85.015625","85.015625","85.015625"
"83","351.03594970703125","351.03594970703125","351.03594970703125","80.57499694824219","80.57499694824219","80.57499694824219"
"84","332.0874938964844","332.0874938964844","332.0874938964844","84.23124694824219","84.23124694824219","84.23124694824219"
"85","320.94842529296875","320.94842529296875","320.94842529296875","84.21406555175781","84.21406555175781","84.21406555175781"
"86","329.1875","329.1875","329.1875","80.1171875","80.1171875","80.1171875"
"87","350.8296813964844","350.8296813964844","350.8296813964844","84.28593444824219","84.28593444824219","84.28593444824219"
"88","328.33905029296875","328.33905029296875","328.33905029296875","79.03593444824219","79.03593444824219","79.03593444824219"
"89","328.4921875","328.4921875","328.4921875","77.8265609741211","77.8265609741211","77.8265609741211"
"90","325.109375","325.109375","325.109375","79.92655944824219","79.92655944824219","79.92655944824219"
"91","322.01873779296875","322.01873779296875","322.01873779296875","81.40312194824219","81.40312194824219","81.40312194824219"
"92","314.1031188964844","314.1031188964844","314.1031188964844","82.2578125","82.2578125","82.2578125"
"93","314.8843688964844","314.8843688964844","314.8843688964844","80.3578109741211","80.3578109741211","80.3578109741211"
"94","310.0390625","310.0390625","310.0390625","84.5687484741211","84.5687484741211","84.5687484741211"
"95","303.80157470703125","303.80157470703125","303.80157470703125","89.00468444824219","89.00468444824219","89.00468444824219"
"96","308.9515686035156","308.9515686035156","308.9515686035156","83.859375","83.859375","83.859375"
"97","308.3359375","308.3359375","308.3359375","84.41093444824219","84.41093444824219","84.41093444824219"
"98","310.6109313964844","310.6109313964844","310.6109313964844","81.1968765258789","81.1968765258789","81.1968765258789"
"99","297.73126220703125","297.73126220703125","297.73126220703125","82.828125","82.828125","82.828125"
"100","297.7796936035156","297.7796936035156","297.7796936035156","82.13749694824219","82.13749694824219","82.13749694824219"
"101","305.90313720703125","305.90313720703125","305.90313720703125","76.41093444824219","76.41093444824219","76.41093444824219"
"102","313.0328063964844","313.0328063964844","313.0328063964844","80.5140609741211","80.5140609741211","80.5140609741211"
"103","299.8687438964844","299.8687438964844","299.8687438964844","85.69218444824219","85.69218444824219","85.69218444824219"
"104","304.88751220703125","304.88751220703125","304.88751220703125","79.75312805175781","79.75312805175781","79.75312805175781"
"105","296.33123779296875","296.33123779296875","296.33123779296875","86.82344055175781","86.82344055175781","86.82344055175781"
"106","307.59375","307.59375","307.59375","77.9390640258789","77.9390640258789","77.9390640258789"
"107","294.21875","294.21875","294.21875","77.4515609741211","77.4515609741211","77.4515609741211"
"108","308.4359436035156","308.4359436035156","308.4359436035156","81.0953140258789","81.0953140258789","81.0953140258789"
"109","324.51092529296875","324.51092529296875","324.51092529296875","78.85624694824219","78.85624694824219","78.85624694824219"
"110","321.59063720703125","321.59063720703125","321.59063720703125","76.8687515258789","76.8687515258789","76.8687515258789"
"111","318.8828125","318.8828125","318.8828125","76.0843734741211","76.0843734741211","76.0843734741211"
"112","315.2281188964844","315.2281188964844","315.2281188964844","86.53437805175781","86.53437805175781","86.53437805175781"
"113","300.76251220703125","300.76251220703125","300.76251220703125","81.45625305175781","81.45625305175781","81.45625305175781"
"114","306.4859313964844","306.4859313964844","306.4859313964844","79.1484375","79.1484375","79.1484375"
"115","290.9671936035156","290.9671936035156","290.9671936035156","80.0015640258789","80.0015640258789","80.0015640258789"
"116","281.8062438964844","281.8062438964844","281.8062438964844","86.7265625","86.7265625","86.7265625"
"117","269.39373779296875","269.39373779296875","269.39373779296875","88.2578125","88.2578125","88.2578125"
"118","271.3656311035156","271.3656311035156","271.3656311035156","85.328125","85.328125","85.328125"
"119","283.8828125","283.8828125","283.8828125","82.09843444824219","82.09843444824219","82.09843444824219"
"120","274.94219970703125","274.94219970703125","274.94219970703125","85.04374694824219","85.04374694824219","85.04374694824219"
"121","272.2875061035156","272.2875061035156","272.2875061035156","87.4296875","87.4296875","87.4296875"
"122","279.1468811035156","279.1468811035156","279.1468811035156","85.0234375","85.0234375","85.0234375"
"123","287.59063720703125","287.59063720703125","287.59063720703125","85.0875015258789","85.0875015258789","85.0875015258789"
"124","267.70001220703125","267.70001220703125","267.70001220703125","92.140625","92.140625","92.140625"
"125","280.54217529296875","280.54217529296875","280.54217529296875","81.5921859741211","81.5921859741211","81.5921859741211"
"126","279.9468688964844","279.9468688964844","279.9468688964844","84.05937194824219","84.05937194824219","84.05937194824219"
"127","277.8984375","277.8984375","277.8984375","87.87187194824219","87.87187194824219","87.87187194824219"
"128","279.78594970703125","279.78594970703125","279.78594970703125","89.6937484741211","89.6937484741211","89.6937484741211"
"129","284.45001220703125","284.45001220703125","284.45001220703125","86.74687194824219","86.74687194824219","86.74687194824219"
"130","262.5796813964844","262.5796813964844","262.5796813964844","90.22187805175781","90.22187805175781","90.22187805175781"
"131","269.6343688964844","269.6343688964844","269.6343688964844","85.0062484741211","85.0062484741211","85.0062484741211"
"132","278.484375","278.484375","278.484375","86.4937515258789","86.4937515258789","86.4937515258789"
"133","268.14532470703125","268.14532470703125","268.14532470703125","79.40312194824219","79.40312194824219","79.40312194824219"
"134","280.52655029296875","280.52655029296875","280.52655029296875","82.2640609741211","82.2640609741211","82.2640609741211"
"135","285.1796875","285.1796875","285.1796875","85.65156555175781","85.65156555175781","85.65156555175781"
"136","291.875","291.875","291.875","77.921875","77.921875","77.921875"
"137","310.984375","310.984375","310.984375","80.52656555175781","80.52656555175781","80.52656555175781"
"138","320.27655029296875","320.27655029296875","320.27655029296875","78.078125","78.078125","78.078125"
"139","318.1546936035156","318.1546936035156","318.1546936035156","84.4984359741211","84.4984359741211","84.4984359741211"
"140","299.03436279296875","299.03436279296875","299.03436279296875","88.3296890258789","88.3296890258789","88.3296890258789"
"141","284.43280029296875","284.43280029296875","284.43280029296875","87.53437805175781","87.53437805175781","87.53437805175781"
"142","290.04998779296875","290.04998779296875","290.04998779296875","85.17500305175781","85.17500305175781","85.17500305175781"
"143","286.97186279296875","286.97186279296875","286.97186279296875","81.94062805175781","81.94062805175781","81.94062805175781"
"144","295.2906188964844","295.2906188964844","295.2906188964844","89.94844055175781","89.94844055175781","89.94844055175781"
"145","300.63751220703125","300.63751220703125","300.63751220703125","81.6624984741211","81.6624984741211","81.6624984741211"
"146","292.44842529296875","292.44842529296875","292.44842529296875","82.12031555175781","82.12031555175781","82.12031555175781"
"147","298.3515625","298.3515625","298.3515625","87.7265625","87.7265625","87.7265625"
"148","293.3187561035156","293.3187561035156","293.3187561035156","82.234375","82.234375","82.234375"
"149","292.4453125","292.4453125","292.4453125","81","81","81"
"150","300.1171875","300.1171875","300.1171875","82.49687194824219","82.49687194824219","82.49687194824219"
"151","294.82501220703125","294.82501220703125","294.82501220703125","78.06562805175781","78.06562805175781","78.06562805175781"
"152","283.4937438964844","283.4937438964844","283.4937438964844","78.9156265258789","78.9156265258789","78.9156265258789"
"153","298.1421813964844","298.1421813964844","298.1421813964844","78.87187194824219","78.87187194824219","78.87187194824219"
"154","293.0874938964844","293.0874938964844","293.0874938964844","80.8375015258789","80.8375015258789","80.8375015258789"
"155","286.51873779296875","286.51873779296875","286.51873779296875","80.51875305175781","80.51875305175781","80.51875305175781"
"156","290.20623779296875","290.20623779296875","290.20623779296875","75.375","75.375","75.375"
"157","297.96405029296875","297.96405029296875","297.96405029296875","79.0640640258789","79.0640640258789","79.0640640258789"
"158","285.0796813964844","285.0796813964844","285.0796813964844","75.8359375","75.8359375","75.8359375"
"159","290.43280029296875","290.43280029296875","290.43280029296875","76.2437515258789","76.2437515258789","76.2437515258789"
"160","293.5249938964844","293.5249938964844","293.5249938964844","74.5093765258789","74.5093765258789","74.5093765258789"
"161","299.1031188964844","299.1031188964844","299.1031188964844","74.1781234741211","74.1781234741211","74.1781234741211"
"162","303.31719970703125","303.31719970703125","303.31719970703125","76.4375","76.4375","76.4375"
"163","301.86248779296875","301.86248779296875","301.86248779296875","75.78593444824219","75.78593444824219","75.78593444824219"
"164","294.8765563964844","294.8765563964844","294.8765563964844","75.5796890258789","75.5796890258789","75.5796890258789"
"165","301.9046936035156","301.9046936035156","301.9046936035156","75.69999694824219","75.69999694824219","75.69999694824219"
"166","306.0921936035156","306.0921936035156","306.0921936035156","73.9375","73.9375","73.9375"
"167","303.08282470703125","303.08282470703125","303.08282470703125","74.5625","74.5625","74.5625"
"168","291.9453125","291.9453125","291.9453125","79.4375","79.4375","79.4375"
"169","296.6484375","296.6484375","296.6484375","78.0843734741211","78.0843734741211","78.0843734741211"
"170","290.71563720703125","290.71563720703125","290.71563720703125","85.3218765258789","85.3218765258789","85.3218765258789"
"171","290.59375","290.59375","290.59375","80.85469055175781","80.85469055175781","80.85469055175781"
"172","284.8046875","284.8046875","284.8046875","78.71562194824219","78.71562194824219","78.71562194824219"
"173","293.953125","293.953125","293.953125","78.66719055175781","78.66719055175781","78.66719055175781"
"174","290.02655029296875","290.02655029296875","290.02655029296875","85.3921890258789","85.3921890258789","85.3921890258789"
"175","296.25469970703125","296.25469970703125","296.25469970703125","82.4437484741211","82.4437484741211","82.4437484741211"
"176","290.7718811035156","290.7718811035156","290.7718811035156","84.3687515258789","84.3687515258789","84.3687515258789"
"177","290.9046936035156","290.9046936035156","290.9046936035156","83.11405944824219","83.11405944824219","83.11405944824219"
"178","292.7734375","292.7734375","292.7734375","80.4468765258789","80.4468765258789","80.4468765258789"
"179","284.5328063964844","284.5328063964844","284.5328063964844","81.6890640258789","81.6890640258789","81.6890640258789"
"180","283.35626220703125","283.35626220703125","283.35626220703125","83.32499694824219","83.32499694824219","83.32499694824219"
"181","281.3265686035156","281.3265686035156","281.3265686035156","77.7093734741211","77.7093734741211","77.7093734741211"
"182","296.0015563964844","296.0015563964844","296.0015563964844","79.3609390258789","79.3609390258789","79.3609390258789"
"183","286.28125","286.28125","286.28125","79.08906555175781","79.08906555175781","79.08906555175781"
"184","304.1265563964844","304.1265563964844","304.1265563964844","77.4234390258789","77.4234390258789","77.4234390258789"
"185","305.41094970703125","305.41094970703125","305.41094970703125","76.5078125","76.5078125","76.5078125"
"186","304.7250061035156","304.7250061035156","304.7250061035156","83.16719055175781","83.16719055175781","83.16719055175781"
"187","301.57342529296875","301.57342529296875","301.57342529296875","77.8343734741211","77.8343734741211","77.8343734741211"
"188","285.6031188964844","285.6031188964844","285.6031188964844","79.3921890258789","79.3921890258789","79.3921890258789"
"189","292.31561279296875","292.31561279296875","292.31561279296875","84.4203109741211","84.4203109741211","84.4203109741211"
"190","295.6734313964844","295.6734313964844","295.6734313964844","81.72343444824219","81.72343444824219","81.72343444824219"
"191","278.31719970703125","278.31719970703125","278.31719970703125","76.4046859741211","76.4046859741211","76.4046859741211"
"192","276.9828186035156","276.9828186035156","276.9828186035156","79.4546890258789","79.4546890258789","79.4546890258789"
"193","275.54217529296875","275.54217529296875","275.54217529296875","81.47969055175781","81.47969055175781","81.47969055175781"
"194","278.12030029296875","278.12030029296875","278.12030029296875","75.5453109741211","75.5453109741211","75.5453109741211"
"195","277.8921813964844","277.8921813964844","277.8921813964844","77.3203125","77.3203125","77.3203125"
"196","275.1484375","275.1484375","275.1484375","77.6640625","77.6640625","77.6640625"
"197","268.0546875","268.0546875","268.0546875","75.69999694824219","75.69999694824219","75.69999694824219"
"198","271.01873779296875","271.01873779296875","271.01873779296875","75.83906555175781","75.83906555175781","75.83906555175781"
"199","262.8374938964844","262.8374938964844","262.8374938964844","73.1031265258789","73.1031265258789","73.1031265258789"
"200","276.08282470703125","276.08282470703125","276.08282470703125","72.2640609741211","72.2640609741211","72.2640609741211"
"201","271.8921813964844","271.8921813964844","271.8921813964844","76.4453125","76.4453125","76.4453125"
"202","271.65625","271.65625","271.65625","74.8125","74.8125","74.8125"
"203","268.72186279296875","268.72186279296875","268.72186279296875","77.9546890258789","77.9546890258789","77.9546890258789"
"204","260.8890686035156","260.8890686035156","260.8890686035156","75.6796875","75.6796875","75.6796875"
"205","263.3515625","263.3515625","263.3515625","70.0796890258789","70.0796890258789","70.0796890258789"
"206","251.421875","251.421875","251.421875","71.98905944824219","71.98905944824219","71.98905944824219"
"207","258.6875","258.6875","258.6875","72.6078109741211","72.6078109741211","72.6078109741211"
"208","260.7749938964844","260.7749938964844","260.7749938964844","77.8890609741211","77.8890609741211","77.8890609741211"
"209","262.390625","262.390625","262.390625","72.6171875","72.6171875","72.6171875"
"210","252.5359344482422","252.5359344482422","252.5359344482422","73.75","73.75","73.75"
"211","262.7328186035156","262.7328186035156","262.7328186035156","71.41093444824219","71.41093444824219","71.41093444824219"
"212","250.5703125","250.5703125","250.5703125","71.828125","71.828125","71.828125"
"213","252.0906219482422","252.0906219482422","252.0906219482422","70.64375305175781","70.64375305175781","70.64375305175781"
"214","255.9109344482422","255.9109344482422","255.9109344482422","72.25312805175781","72.25312805175781","72.25312805175781"
"215","254.52499389648438","254.52499389648438","254.52499389648438","72.5546875","72.5546875","72.5546875"
"216","248.85311889648438","248.85311889648438","248.85311889648438","70.9390640258789","70.9390640258789","70.9390640258789"
"217","249.97811889648438","249.97811889648438","249.97811889648438","74.2796859741211","74.2796859741211","74.2796859741211"
"218","250.0703125","250.0703125","250.0703125","71.47343444824219","71.47343444824219","71.47343444824219"
"219","243.6765594482422","243.6765594482422","243.6765594482422","72.125","72.125","72.125"
"220","232.6218719482422","232.6218719482422","232.6218719482422","71.2046890258789","71.2046890258789","71.2046890258789"
"221","236.03280639648438","236.03280639648438","236.03280639648438","70.2750015258789","70.2750015258789","70.2750015258789"
"222","239.36563110351562","239.36563110351562","239.36563110351562","75.3531265258789","75.3531265258789","75.3531265258789"
"223","236.8234405517578","236.8234405517578","236.8234405517578","74.8828125","74.8828125","74.8828125"
"224","233.4578094482422","233.4578094482422","233.4578094482422","72.37968444824219","72.37968444824219","72.37968444824219"
"225","228.57656860351562","228.57656860351562","228.57656860351562","68.69218444824219","68.69218444824219","68.69218444824219"
"226","236.22500610351562","236.22500610351562","236.22500610351562","69.9781265258789","69.9781265258789","69.9781265258789"
"227","237.21875","237.21875","237.21875","68.6312484741211","68.6312484741211","68.6312484741211"
"228","240.4265594482422","240.4265594482422","240.4265594482422","69.8062515258789","69.8062515258789","69.8062515258789"
"229","236.0656280517578","236.0656280517578","236.0656280517578","71.2437515258789","71.2437515258789","71.2437515258789"
"230","249.38125610351562","249.38125610351562","249.38125610351562","73.3515625","73.3515625","73.3515625"
"231","244.18124389648438","244.18124389648438","244.18124389648438","69.1468734741211","69.1468734741211","69.1468734741211"
"232","246.1328125","246.1328125","246.1328125","71.5562515258789","71.5562515258789","71.5562515258789"
"233","248.8093719482422","248.8093719482422","248.8093719482422","71.1031265258789","71.1031265258789","71.1031265258789"
"234","246.04531860351562","246.04531860351562","246.04531860351562","67.61405944824219","67.61405944824219","67.61405944824219"
"235","231.9265594482422","231.9265594482422","231.9265594482422","72.6656265258789","72.6656265258789","72.6656265258789"
"236","259.00311279296875","259.00311279296875","259.00311279296875","70.55937194824219","70.55937194824219","70.55937194824219"
"237","249.76718139648438","249.76718139648438","249.76718139648438","68.15937805175781","68.15937805175781","68.15937805175781"
"238","258.2640686035156","258.2640686035156","258.2640686035156","71.25","71.25","71.25"
"239","254.0359344482422","254.0359344482422","254.0359344482422","69.96406555175781","69.96406555175781","69.96406555175781"
"240","243.8000030517578","243.8000030517578","243.8000030517578","70.9000015258789","70.9000015258789","70.9000015258789"
"241","245.65469360351562","245.65469360351562","245.65469360351562","69.56718444824219","69.56718444824219","69.56718444824219"
"242","247.59530639648438","247.59530639648438","247.59530639648438","68.42500305175781","68.42500305175781","68.42500305175781"
"243","251.1906280517578","251.1906280517578","251.1906280517578","72.1265640258789","72.1265640258789","72.1265640258789"
"244","246.5203094482422","246.5203094482422","246.5203094482422","67.94218444824219","67.94218444824219","67.94218444824219"
"245","250.90469360351562","250.90469360351562","250.90469360351562","70.7890625","70.7890625","70.7890625"
"246","251.1640625","251.1640625","251.1640625","70.33280944824219","70.33280944824219","70.33280944824219"
"247","245.31405639648438","245.31405639648438","245.31405639648438","67.0140609741211","67.0140609741211","67.0140609741211"
"248","243.86093139648438","243.86093139648438","243.86093139648438","68.2109375","68.2109375","68.2109375"
"249","246.6953125","246.6953125","246.6953125","67.71562194824219","67.71562194824219","67.71562194824219"
"250","251.30624389648438","251.30624389648438","251.30624389648438","66.7734375","66.7734375","66.7734375"
"251","259.1703186035156","259.1703186035156","259.1703186035156","72.37968444824219","72.37968444824219","72.37968444824219"
"252","249.88125610351562","249.88125610351562","249.88125610351562","71.13594055175781","71.13594055175781","71.13594055175781"
"253","257.3765563964844","257.3765563964844","257.3765563964844","67.67655944824219","67.67655944824219","67.67655944824219"
"254","257.5453186035156","257.5453186035156","257.5453186035156","67.69844055175781","67.69844055175781","67.69844055175781"
"255","257.3187561035156","257.3187561035156","257.3187561035156","72.8671875","72.8671875","72.8671875"
"256","248.6906280517578","248.6906280517578","248.6906280517578","71.0250015258789","71.0250015258789","71.0250015258789"
"257","254.0812530517578","254.0812530517578","254.0812530517578","70.5234375","70.5234375","70.5234375"
"258","266.6078186035156","266.6078186035156","266.6078186035156","67.97343444824219","67.97343444824219","67.97343444824219"
"259","259.7640686035156","259.7640686035156","259.7640686035156","68.9203109741211","68.9203109741211","68.9203109741211"
"260","250.3953094482422","250.3953094482422","250.3953094482422","66.85469055175781","66.85469055175781","66.85469055175781"
"261","268.99688720703125","268.99688720703125","268.99688720703125","71.58125305175781","71.58125305175781","71.58125305175781"
"262","276.09686279296875","276.09686279296875","276.09686279296875","69.9937515258789","69.9937515258789","69.9937515258789"
"263","280.44219970703125","280.44219970703125","280.44219970703125","71.75468444824219","71.75468444824219","71.75468444824219"
"264","266.8687438964844","266.8687438964844","266.8687438964844","72.6343765258789","72.6343765258789","72.6343765258789"
"265","282.69219970703125","282.69219970703125","282.69219970703125","66.8671875","66.8671875","66.8671875"
"266","277.1000061035156","277.1000061035156","277.1000061035156","68.4828109741211","68.4828109741211","68.4828109741211"
"267","272.9281311035156","272.9281311035156","272.9281311035156","69.5296859741211","69.5296859741211","69.5296859741211"
"268","280.40155029296875","280.40155029296875","280.40155029296875","68.7890625","68.7890625","68.7890625"
"269","284.64532470703125","284.64532470703125","284.64532470703125","70.0625","70.0625","70.0625"
"270","299.3140563964844","299.3140563964844","299.3140563964844","68.4359359741211","68.4359359741211","68.4359359741211"
"271","291.90936279296875","291.90936279296875","291.90936279296875","67.07344055175781","67.07344055175781","67.07344055175781"
"272","307.13592529296875","307.13592529296875","307.13592529296875","70.1578140258789","70.1578140258789","70.1578140258789"
"273","303.1546936035156","303.1546936035156","303.1546936035156","71.671875","71.671875","71.671875"
"274","304.83282470703125","304.83282470703125","304.83282470703125","72.79219055175781","72.79219055175781","72.79219055175781"
"275","302.8359375","302.8359375","302.8359375","70.5875015258789","70.5875015258789","70.5875015258789"
"276","313.23748779296875","313.23748779296875","313.23748779296875","69.2640609741211","69.2640609741211","69.2640609741211"
